English Word,English Correct Count,English Call Count,English Percent Correct,German Word,German Correct Count,German Call Count,German Percent Correct
in the area,7,8,87.5,in der gegen,9,16,56.25
the reviews,11,16,68.75,die Bewertungen,9,12,75
the air conditioner,7,9,77.78,die Klimaanlage,9,14,64.28571428571429
to find out,8,10,80,herausfinden,12,18,66.67
I have never been,14,26,53.85,Es ging mir nie,10,17,58.82352941176471
the scissors,8,10,80,die Schere,9,12,75
the ceiling,7,7,100,die Decke,8,10,80
celebrated,7,7,100,haben ... gefeiert,8,8,100
that is not true,7,8,87.5,das stimmt nicht,11,17,64.70588235294117
tidied up,7,10,70,haben ... aufgeräumt,9,12,75
no way,7,8,87.5,doch,9,12,75
I am walking the dog,11,18,61.11,ich gehe mit dem hund gassi,8,9,88.88888888888889
jonathan,7,7,100,morgenmuffel,7,7,100
never before,8,10,80,noch nie,8,11,72.73
not even,11,17,64.70588235294117,nicht einmal,7,11,63.64
besides,7,7,100,Außerdem,8,12,66.67
each other,7,9,77.78,einander,9,13,69.23076923076923
got better,8,11,72.73,haben sich ... verbessert,8,12,66.67
the oven,7,7,100,der Ofen,9,9,100
just,7,10,70,gerade,8,11,72.72727272727273
paid,7,9,77.78,haben ... bezahlt,7,8,87.5
the dishwasher,8,11,72.73,die Spülmaschine,8,11,72.73
still,8,9,88.89,immer noch,8,10,80
the hole,9,15,60,das Loch,7,8,87.5
squeaks,8,9,88.88888888888889,quietscht,9,14,64.28571428571429
the ant,7,8,87.5,die Ameise,9,14,64.28571428571429
the spider,7,7,100,die Spinne,9,9,100
the mattress,7,9,77.78,die Matratze,8,10,80
the cabinet,7,7,100,der Schrank,9,14,64.28571428571429
The walls,7,7,100,Die Wände,8,8,100
the pigeon,10,15,66.67,die Taube,9,16,56.25
the balcony door,7,7,100,die Balkontür,9,9,100
to shut,7,9,77.78,schließen,9,15,60
especially,11,19,57.89473684210527,vor allem,14,25,56
square,7,8,87.5,viereckig,8,9,88.88888888888889
Footbridge,9,9,100,Steg,8,13,61.54
along,7,9,77.78,entlang,9,11,81.81818181818183
impressive,10,16,62.5,beeindruckend,9,13,69.23076923076923
the shade,10,14,71.43,der Schatten,7,10,70
The Summit,7,8,87.5,der Gipfel,9,13,69.23
The team,11,16,68.75,Die Mannschaft,9,9,100
Poet,9,15,60,Dichter,11,14,78.57142857142857
The housewarming party,8,12,66.66666666666666,die Einweihungsparty,7,9,77.78
scientist (female),8,11,72.72727272727273,Wissenschaftlerin,7,9,77.78
ice skates,8,10,80,schlittschuhe,8,11,72.72727272727273
cute,7,8,87.5,süßes,10,12,83.33333333333334
to get away,7,10,70,verreisen,9,14,64.28571428571429
the feathers,7,7,100,die Federn,7,8,87.5
The goat,9,14,64.29,die Ziege,9,13,69.23076923076923
The skin,7,9,77.78,die Haut,10,13,76.92307692307693
The pigglet,8,14,57.14,das Ferkel,8,10,80
The Hen,7,9,77.78,Das Huhn,8,9,88.88888888888889
to recommend,9,17,52.94,empfehlen,12,24,50
anyway,8,12,66.66666666666666,sowieso,10,11,90.9090909090909
the checking account,11,17,64.71,das Girokonto,10,13,76.92307692307693
to arrive,8,8,100,ankommen,8,11,72.72727272727273
to register,9,11,81.81818181818183,sich ... anmelden,12,22,54.55
with you,8,9,88.88888888888889,dabei,8,12,66.67
to turn in,9,10,90,abgeben,7,11,63.64
the toll,11,16,68.75,die Gebühr,9,13,69.23
the signature,8,10,80,die Unterschrift,8,9,88.89
the account number,10,14,71.43,die Kontonummer,10,10,100
the pin number,10,16,62.5,die Geheimzahl,10,14,71.43
to cash,9,11,81.82,einlösen,8,13,61.53846153846154
the check,11,16,68.75,der scheck,9,11,81.81818181818183
The Hours of Operation,8,9,88.89,die Öffnungszeiten,7,9,77.78
to deposit,7,8,87.5,einzahlen,7,9,77.78
to withdraw,14,23,60.87,abheben,9,15,60
missing/absent,9,11,81.81818181818183,fehlen,8,11,72.72727272727273
The directions,7,10,70,die Wegbeschreibung,9,12,75
The star,7,8,87.5,der stern,9,13,69.23076923076923
to follow,8,10,80,zu folgen,11,15,73.33333333333333
at least,9,14,64.28571428571429,mindestens,7,8,87.5
the goal,7,8,87.5,das Ziel,10,11,90.9090909090909
it is my goal,7,7,100,mein ziel ist es,9,12,75
fascinating,8,9,88.88888888888889,faszinierend,9,10,90
for what,9,13,69.23,Wofür,8,13,61.54
years ago,9,13,69.23076923076923,vor ... jahren,7,10,70
on what,8,11,72.73,Woran,15,30,50
about what,7,11,63.64,wovon,11,20,55
is about,11,21,52.38,handelt ... von,10,20,50
to apply,7,10,70,sich ... bewerben,7,11,63.64
Applied,11,20,55.00000000000001,haben sich beworben,8,13,61.54
to turn on,8,12,66.66666666666666,anmachen,8,10,80
the teenagers,9,11,81.82,Die Jugendlichen,8,12,66.67
tons of,7,8,87.5,tonnen von,9,10,90
the valley,7,9,77.78,das Tal,8,11,72.73
on the way,8,9,88.89,Unterwegs,10,13,76.92307692307693
gorgeous,7,10,70,prächtig,9,16,56.25
to decorate,7,9,77.78,schmücken,7,9,77.78
refreshing,10,16,62.5,erfrischend,8,9,88.89
to cool,7,9,77.78,kühlen,8,8,100
to cool down,7,9,77.78,abkühlen,8,10,80
all around,7,8,87.5,rundum,8,12,66.67
offered,9,18,50,haben ... angeboten,8,13,61.54
nearly,8,12,66.66666666666666,nahezu,7,9,77.78
numerous,7,13,53.85,zahlreich,13,22,59.09
the facility,13,26,50,die einrichtung,7,10,70
The kitchen things,7,7,100,Die Küchensachen,8,11,72.73
The Ad,7,8,87.5,Die Anzeige,8,12,66.66666666666666
The bowl,7,7,100,Die Schüssel,9,13,69.23076923076923
The shopping list,16,32,50,Der Einkaufszettel,8,10,80
stainless steel,10,16,62.5,Edelstahl,11,16,68.75
cereal,10,12,83.33333333333334,Frühstücksflocken,8,8,100
The Lady,8,9,88.88888888888889,Die Dame,8,9,88.88888888888889
the dishes,8,8,100,das Geschirr,9,13,69.23
the difference,7,10,70,der Unterschied,8,11,72.72727272727273
The bath towel,8,13,61.54,Das Badetuch,8,9,88.88888888888889
the cotton,8,8,100,die Baumwolle,9,11,81.81818181818183
wide,7,9,77.78,breit,7,9,77.78
therefore,7,8,87.5,darum,7,9,77.78
to include,7,8,87.5,enthalten,8,18,44.44
the sales tax,7,8,87.5,die Mehrwertsteuer,7,9,77.78
to decline,7,8,87.5,ablehnen,9,15,60
to put on makeup,7,9,77.78,sich schminken,9,15,60
the cutlery,7,8,87.5,das besteck,7,10,70
recently,8,8,100,kürzlich,8,12,66.67
future,10,19,52.63,zukünftiger,9,15,60
east,8,10,80,osten,7,7,100
The public,8,9,88.88888888888889,Die öffentlichen,10,16,62.5
transit,8,11,72.73,Verkehrsmittel,10,21,47.61904761904761
to get out,7,7,100,aussteigen,11,14,78.57142857142857
along,7,7,100,entlang,8,9,88.88888888888889
got out,7,9,77.78,bist ... ausgestiegen,7,9,77.78
TRUE,7,7,100,waht,10,15,66.66666666666666
fine,7,8,87.5,geldstrafe,8,10,80
to validate,10,14,71.42857142857143,Entwerten,13,23,56.52
diced,7,9,77.78,gewürfelt,9,11,81.81818181818183
to announce,7,7,100,ansagen,8,13,61.54
to experience,8,15,53.333333333333336,erleben,9,13,69.23076923076923
the event,8,17,47.06,Die Veranstaltung,12,24,50
to illuminate,7,10,70,beleuchten,7,11,63.64
various,8,13,61.54,verschiedene,7,10,70
spot on,9,14,64.28571428571429,goldrichtig,8,11,72.73
specialty stores,7,9,77.78,fachgeschäfte,10,21,47.61904761904761
I am lost,8,12,66.66666666666666,Ich habe mich verlaufen,8,11,72.73
keep the change,7,7,100,stimmt so,9,13,69.23076923076923
Through This,8,13,61.54,dadurch,11,13,84.61538461538461
the deposit,8,16,50,die anzahlung,8,13,61.54
to hide,7,10,70,ausblenden,8,12,66.67
The flat rate,9,14,64.29,die Pauschale,8,11,72.73
The remarks,7,14,50,die Anmerkungen,13,24,54.17
unexpected,9,17,52.94117647058824,unerwartet,7,10,70
to receive,9,17,52.94,erhalten,10,17,58.82352941176471
I declare that I agree,7,9,77.78,Ich erkläre mich einverstanden,8,13,61.53846153846154
in-laws,8,8,100,Schwiegereltern,8,8,100
mother in-law,7,7,100,Schwiegermutter,7,7,100
father in-law,7,8,87.5,Schwiegervater,7,7,100
they are visiting,7,9,77.78,sie sind zu besuch,8,9,88.89
what does that mean,7,11,63.64,was heißt das,7,9,77.78
once a year,7,8,87.5,einmal im jahr,8,8,100
the kitchen scale,7,9,77.78,Die Küchenwaage,7,9,77.78
to knead,7,8,87.5,kneten,9,14,64.28571428571429
to mix,8,10,80,vermischen,8,10,80
the filling,7,7,100,die Füllung,9,10,90
to cut,7,7,100,schneiden,7,9,77.78
this one,7,8,87.5,der hier,8,14,57.14285714285714
the cutting board,7,7,100,das schneidebrett,8,9,88.89
The ball,7,9,77.78,Die Kugel,7,8,87.5
fell,8,14,57.14,sind gefallen,9,11,81.81818181818183
the frog,7,7,100,der frosch,7,7,100
to promise,7,7,100,Versprechen,9,12,75
jumped,7,10,70,sind gesprungen,7,7,100
disgusting,7,7,100,ekelhaft,8,12,66.67
followed,7,9,77.78,sind gefolgt,8,10,80
threw,7,12,58.33,haben geworfen,8,11,72.73
against,7,7,100,gegen,8,14,57.14
turned (into),8,14,57.14,verwandelt,9,14,64.28571428571429
one of each,9,14,64.29,einer von jedem,8,9,88.88888888888889
what happened,7,9,77.78,Was ist geschehen,8,9,88.88888888888889
left,7,9,77.78,haben ... gelassen,7,9,77.78
possible,8,8,100,möglich,7,8,87.5
a moment,7,8,87.5,einen augenblick,8,11,72.72727272727273
adventure,7,7,100,abenteuer,7,9,77.78
relieved,7,9,77.78,erleichtert,8,12,66.66666666666666
I am in a hurry,9,14,64.29,ich habe es eilig,7,8,87.5
while,7,9,77.78,während,8,14,57.14
the airline,11,22,50,die Fluggesellschaft,9,10,90
dial,7,8,87.5,wählen,9,19,47.368421052631575
the message,9,15,60,die Nachricht,8,10,80
to leave behind,7,9,77.78,hinterlassen,7,9,77.78
on the line,7,10,70,dran,7,9,77.78
to answer,7,8,87.5,melden,9,16,56.25
to write down,8,13,61.54,notieren,8,8,100
the connection,10,19,52.63,die Verbindung,8,11,72.73
to reach,7,10,70,erreichen,8,13,61.53846153846154
what ... for,7,10,70,wonach,8,16,50
the attachment,9,18,50,der anhang,9,12,75
to submit,7,10,70,einreichen,7,11,63.64
Strengths,8,12,66.67,Stärken,7,10,70
the job interview,8,12,66.67,das Vorstellungsgespräch,8,11,72.72727272727273
to enter,7,10,70,betreten,8,9,88.88888888888889
on your own risk,7,10,70,auf eigene gefahr,9,14,64.28571428571429
to comply with,7,10,70,einhalten,9,16,56.25
to trust,7,8,87.5,trauen,9,11,81.81818181818183
her,7,7,100,ihr,3,2,150
him,7,7,100,ihn,8,9,88.89
to him/it,7,8,87.5,ihm,7,9,77.78
to us,7,7,100,uns,7,7,100
to you (plural),7,7,100,euch,8,12,66.66666666666666
to them,7,9,77.78,ihnen,7,7,100
to me,8,8,100,mir,8,8,100
to you,7,7,100,dir,7,7,100
to suffer,7,9,77.78,Leiden,9,12,75
are allowed to,7,10,70,dürfen,8,11,72.72727272727273
to quit,7,10,70,kündigen,10,15,66.66666666666666
to fire (someone),7,10,70,entlassen,7,10,70
successful,9,13,69.23,erfolgreich,7,14,50
excavator,7,9,77.78,bagger,7,7,100
Passionfruit,7,9,77.78,maracuja,7,12,58.33
testicle goblin,7,12,58.33,hodenkobold,8,8,100
The weather forecast,6,7,85.71428571428571,die Wettervorhersage,6,9,66.66666666666666
to download,7,10,70,herunterladen,8,10,80
total amount,8,12,66.66666666666666,Gesamtbetrag,9,13,69.23076923076923
amount/sum,7,9,77.78,betrag,7,9,77.78
crashed,7,10,70,ist ... abgestürzt,9,12,75
to attempt,7,10,70,versuchen,9,15,60
the bandage,8,9,88.88888888888889,Das Pflaster,8,13,61.53846153846154
to bleed,7,7,100,bluten,10,12,83.33333333333334
to injure,7,10,70,sich ... verletzen,8,11,72.72727272727273
the toe,7,8,87.5,Der Zeh,7,7,100
The emergency room,8,12,66.66666666666666,die Notaufnahme,9,11,81.81818181818183
can you do it,7,9,77.78,schaffst du das,7,8,87.5
to take off (clothes),7,9,77.78,sich ... ausziehen,7,10,70
to remove,8,13,61.53846153846154,abnehmen,7,10,70
favorite dish,8,8,100,Lieblingsgericht,9,11,81.81818181818183
to check,8,14,57.14,nachsehen,7,9,77.78
The wedding ring,8,12,66.66666666666666,der Ehering,7,7,100
the traffic light,7,11,63.64,die ampel,9,11,81.81818181818183
complained,7,7,100,sich ... bewschwert,7,7,100
dissapointed,7,9,77.78,enttäuscht,7,8,87.5
to translate,7,8,87.5,übersetzen,8,12,66.66666666666666
the spelling,8,12,66.66666666666666,die rechtschreibung,7,8,87.5
to pronounce,7,7,100,aussprechen,8,9,88.88888888888889
the performance,7,9,77.78,Die Leistung,7,10,70
awake,7,7,100,wach,7,8,87.5
to compare,7,8,87.5,vergleichen,9,14,64.28571428571429
the schedule,7,9,77.78,der Stundenplan,7,7,100
the announcement,7,8,87.5,die ansage,9,14,64.28571428571429
the passengers,7,7,100,die passagiere,8,9,88.89
to cover,7,7,100,zudecken,8,9,88.88888888888889
rare,7,7,100,selten,8,10,80
works out,7,7,100,klappt,7,9,77.78
the eagle,7,7,100,der Adler,8,9,88.88888888888889
the diversity,7,10,70,die Vielfalt,7,8,87.5
the lighthouse,7,9,77.78,der Leuchtturm,7,11,63.64
The fact,6,10,60,Die Tatsache,7,8,87.5
the novel,6,7,85.71428571428571,der roman,7,7,100
the nightmare,7,9,77.78,der Alptraum,7,8,87.5
they still have,6,13,46.15384615384615,es noch gibt,7,12,58.33
sharp (taste),6,8,75,würzigen,7,10,70
low-fat,6,8,75,fettarme,7,8,87.5
salted,6,8,75,gesalzene,9,10,90
not anywhere,7,11,63.63636363636363,nirgends,8,12,66.66666666666666
The exercise bike,6,10,60,der heimtrainer,8,12,66.66666666666666
to weigh,7,9,77.77777777777779,wiegen,7,11,63.64
valuable,6,9,66.66666666666666,wertvoll,9,12,75
to lift,6,9,66.66666666666666,heben,7,11,63.64
to keep,7,12,58.333333333333336,behalten,8,14,57.14
we did it,7,10,70,Wir haben es geschafft,8,13,61.54
to relax,6,11,54.54545454545454,sich ausruhen,8,12,66.66666666666666
it is worth it for you,6,7,85.71,es lohnt sich für Sie,9,16,56.25
the selection,6,8,75,die Auswahl,7,11,63.64
to take care of,6,7,85.71428571428571,sich kümmern um,7,9,77.78
to lose weight,6,7,85.71428571428571,abnehmen,8,13,61.53846153846154
to bark,6,6,100,bellen,7,8,87.5
look out for,6,8,75,achtet auf,7,8,87.5
behaved,6,9,66.66666666666666,verhalten,8,15,53.333333333333336
by the way,7,10,70,Übrigens,7,8,87.5
to save (money),6,6,100,sparen,7,9,77.78
on time,6,6,100,rechtzeitig,8,10,80
to make an effort,6,7,85.71,bemühen sich,11,20,55.00000000000001
polite,6,6,100,höflich,9,11,81.81818181818183
to posses,6,8,75,besitzen,9,16,56.25
either,7,7,100,entweder,7,10,70
compensation,6,8,75,entschädigung,9,17,52.94
to spend the night,6,6,100,ubernachten,8,12,66.66666666666666
to transfer,6,8,75,umsteigen,8,14,57.14
what bad luck,6,6,100,so ein pech,7,9,77.78
to show,6,9,66.66666666666666,zeigen,9,13,69.23076923076923
to look,6,9,66.66666666666666,schauen,7,8,87.5
look!,6,6,100,schau!,8,13,61.53846153846154
even though,6,8,75,obwohl,8,10,80
The Relationship,6,10,60,Das Verhältnis,8,12,66.67
brother-in-law,6,7,85.71428571428571,Schwager,7,7,100
sister-in-law,6,6,100,Schwägerin,10,11,90.9090909090909
fluent,6,7,85.71428571428571,fließend,7,8,87.5
arrival,6,8,75,ankunft,8,11,72.72727272727273
made of,6,10,60,ausbestehen,7,11,63.64
instead,6,6,100,stattdessen,8,15,53.333333333333336
the slice,6,9,66.66666666666666,die Scheibe,9,13,69.23076923076923
to enjoy,6,7,85.71428571428571,genießen,7,7,100
the debts,6,7,85.71428571428571,die schulden,9,11,81.81818181818183
my own,6,6,100,meine eigena,7,9,77.78
dependent,6,10,60,abhängig,7,8,87.5
constantly,6,9,66.66666666666666,ständig,6,7,85.71428571428571
to solve,6,7,85.71428571428571,lösen,7,11,63.63636363636363
due,6,6,100,fällig,7,9,77.77777777777779
to record,6,11,54.54545454545454,aufnehmen,7,10,70
to research,6,6,100,recherchieren,6,10,60
therefore,6,9,66.66666666666666,deswegen,6,8,75
to switch on,6,8,75,einschalten,7,11,63.63636363636363
armed,6,6,100,bewaffnet,7,8,87.5
the shark,6,6,100,der haifisch,6,6,100
to catch,6,7,85.71428571428571,fangen,6,8,75
caught,6,8,75,haben ... gefangen,7,9,77.77777777777779
unbelieveable,6,6,100,unglaublich,7,9,77.77777777777779
to wish,6,6,100,wünschen,7,7,100
to beg,6,6,100,bitten,6,7,85.71428571428571
unprepared,6,7,85.71428571428571,unvorbereitet,6,6,100
to copy,6,7,85.71428571428571,abschreiben,8,10,80
to wish,6,7,85.71428571428571,erwischen,6,8,75
to mention,6,7,85.71428571428571,erwähnen,6,10,60
To answer,6,6,100,beantworten,7,9,77.77777777777779
Slip of Paper,6,6,100,zettel,7,7,100
to watch out,6,7,85.71428571428571,aufpassen,6,9,66.66666666666666
fault,6,6,100,schuld,7,8,87.5
the election,7,8,87.5,die wahl,6,6,100
sensitive,8,8,100,empfindlich,6,6,100
to govern,6,6,100,regieren,7,7,100
to form,7,7,100,bilden,7,7,100
to vote,6,6,100,stimmen,7,9,77.77777777777779
the majority,6,6,100,die mehrheit,6,7,85.71428571428571
the laws,6,6,100,die Gesetze,6,6,100
the tasks,6,6,100,die aufgaben,6,6,100
to look at/watch,7,7,100,anschauen,6,9,66.66666666666666
randomly,6,6,100,zufällig,6,6,100
the TV show,6,6,100,Die fernsehserie,6,6,100
the violence,6,6,100,Die gewalt,6,6,100
to trust,6,6,100,vertrauen,6,6,100
convinced,6,6,100,haben ... überzeugt,6,6,100
the society,6,6,100,Die gesellschaft,8,9,88.88888888888889
the news coverage,6,6,100,Die reportage,6,7,85.71428571428571
The Jobs,6,6,100,die Arbeitsplätze,6,6,100
The unemployed,6,6,100,Die Arbeitslose,6,8,75
The government,6,6,100,Die Regierung,6,6,100
To distribute,7,7,100,verteilen,7,10,70
The homeless,6,6,100,Die obdachlosen,6,6,100
The donation,6,6,100,Die Spende,6,8,75
The damage,7,8,87.5,Die Schaden,6,7,85.71428571428571
The flooding,6,6,100,die Überschwemmung,6,6,100
Flooded,6,6,100,Überschweemmt,6,6,100
The volunteer,7,7,100,der Freiwillige,6,7,85.71428571428571
to cause,6,6,100,verusachen,6,8,75
to promote,6,7,85.71428571428571,fördern,6,7,85.71428571428571
to alter,6,6,100,ändern,6,6,100
the club,6,6,100,der verein,6,7,85.71428571428571
to lead,0,0,0,führen,6,6,100
to score,0,0,0,schießen,6,9,66.66666666666666
cheered,0,0,0,bejubelt,6,7,85.71428571428571
the translator,0,0,0,der Übersetzer,6,8,75
the job,0,0,0,die arbeitsstelle,6,6,100
the contract,0,0,0,der Vertrag,6,8,75
the immigration office,0,0,0,die Ausländerbehörde,6,7,85.71428571428571
the work permit,0,0,0,die Arbeitserlaubnis,6,6,100
single,0,0,0,ledig,6,6,100
the marital status,0,0,0,der Familienstand,6,7,85.71428571428571
the employer,0,0,0,der Arbeitgeber,7,8,87.5
